KEY,English,Turkish,German,Spanish,Italian,Portuguese,French,Hungarian,Polish,Russian,Malay,Czech,Thai,Chinese,Korean,Japanese,Arabic,Indonesian,Romanian,Vietnamese
HINT_180_2,You must use the lid to stop the grease fire.,Kızartma yangınını durdurmak için kapağı kullanmalısın.,"Du musst den Deckel verwenden, um das Fettfeuer zu löschen.",Hay que usar la tapa del sartén para apagar el fuego de aceite.,Devi usare il coperchio per estinguere il fuoco da olio.,Você precisa usar a tampa para parar o fogo de gordura.,Utilisez le couvercle pour arrêter le feu de graisse.,Egy fedővel lefojthatnád a lángokat.,"Musisz użyć pokrywki, żeby ugasić płonący olej.","Нужно использовать крышку, чтобы остановить горение.",Kita mesti gunakan penutup untuk padamkan api berminyak.,Pro uhašení ohně musíš použít pokličku.,ต้องใช้ฝาปิด เพื่อหยุดไฟลาม,您必須使用蓋子來阻止油脂燃燒。,기름불을 멈추려면 뚜껑을 사용해야 합니다.,蓋を使い、油から出た火を止めなくてはいけません。,يجب عليك استخدام الغطاء لإيقاف حريق الشحوم.,Gunakan tutup wajan untuk memadamkan api minyak.,Trebuie să folosești capacul ca să stingi un foc de ulei.,Sử dụng nắp chảo để dập lửa từ dầu ăn.
HINT_180_3,Open the cabinet and drag the lid from there.,Dolabı aç ve oradan kapağı çek!,Öffne den Schrank und entnehme den Deckel.,Abre el mueble para encontrar la tapa.,Apri lo sportello e trascina il coperchio che troverai nel mobile.,Abra o armarinho e pegue a tampa de dentro dele.,Ouvrez le placard pour trouver le couvercle.,"Nyisd ki a szekrényt, és vedd ki a fedőt.",Otwórz szafkę i przeciągnij pokrywkę na patelnię.,Открой шкаф и возьми оттуда крышку.,Buka kabinet dan seret penutup dari sana.,"Otevři skříňku a najdi v ní pokličku, kterou poté přetáhni na pánev.",เปิดตู้และลากฝาปิดจากที่นั่น,打開櫃子並從那裡拖出蓋子。,선반을 열고 뚜껑을 덮으세요.,棚を開き、蓋をドラッグします。,افتح الخزانة واسحب الغطاء من هناك.,Buka kabinet dapur untuk mengambil tutup wajan.,Deschide dulapul și ia un capac de acolo.,Mở tủ bếp để lấy nắp chảo.
HINT_181_1,This room requires some air circulation.,Bu odanın biraz havalandırılması lazım.,Dieses Zimmer braucht Frischluft.,Este cuarto tiene problemas de ventilación.,Questa stanza avrebbe bisogno di un po' di aerazione.,Essa sala precisa de um arzinho circulando.,Il faut faire circuler l’air.,Semmi levegő nincs a szobában.,To pomieszczenie trzeba przewietrzyć.,Комнату нужно проветрить.,Buatkan udara dalam bilik ni beredar.,V místnosti je potřeba vyměnit vzduch.,ต้องทำให้มีอากาศ ไหลเวียนในห้องนี้,這個房間需要一些空氣流通。,이 방은 공기 순환이 필요합니다.,この部屋には、換気が必要です。,تتطلب هذه الغرفة بعض الهواء.,Ruangan ini membutuhkan sirkulasi udara.,Încăperea asta are nevoie de aerisire.,Không khí trong căn phòng này cần được lưu thông.
HINT_181_2,Open the door for fresh air.,Taze hava için kapıyı aç!,Öffne die Tür für frische Luft.,Abre la puerta para que corra aire.,Apri la porta per cambiare l'aria.,Abra a porta para entrar ar fresco.,Ouvrez la porte pour faire entrer de l’air frais.,Nyisd ki az ajtót.,"Otwórz drzwi, żeby wpuścić świeże powietrze.",Открой дверь для притока свежего воздуха.,Buka pintu untuk udara segar.,"Otevři dveře, aby se do místnosti dostal čerstvý vzduch.",เปิดประตูรับลม,打開門呼吸新鮮空氣。,신선한 공기를 위해 문을 여세요.,新鮮な空気を入れるためドアを開けます。,افتح الباب للهواء النقي.,Buka pintu supaya angin segar bisa masuk.,Deschide ușa ca să intre aer.,Mở cửa để không khí trong lành tràn vào.
HINT_181_3,Drag the window up to maintain circulation passing over the fish.,Hava balığın üzerinden geçecek şekilde pencereyi sürükle!,"Öffne das Fenster, um Luft über den Fisch ziehen zu lassen.",Acerca la ventana al tío Bubba para que el viento pase por encima del pescado.,Trascina la finestra in modo da far circolare l'aria al di sopra del pesce.,Puxe a janela para manter o ar circulando por cima do peixe.,Déplacez la fenêtre pour que l’air passe au-dessus du poisson.,"Húzd az ablakot Buci mögé, hogy kimenjenek a szagok.","Przeciągnij okno bliżej, żeby powietrze przepływało nad rybą.","Перемести окно так, чтобы воздух проходил над рыбой.",Seret tingkap ke atas untuk kekalkan peredaran udara.,"Přetáhni okno nahoru, aby vzduch proudil přes rybu.",ดึงหน้าต่างขึ้นเพื่อให้ อากาศไหลเวียนผ่านปลา,向上拖動窗口以保持魚上方的循環。,창문을 옮겨 생선 위의 공기를 순환시키세요.,窓を上にドラッグし、空気の流れが魚の上を通るようにします。,اسحب النافذة للأعلى للحفاظ على مرور الهواء فوق السمكة.,Geser posisi jendela untuk menjaga sirkulasi udara di sekitar ikan.,Apropie fereastra ca să circule aerul pe deasupra peștelui.,Thay đổi vị trí của cửa sổ để không khí có thể lưu thông xung quanh cá.
HINT_182_1,Drag the birds away from him.,Kuşları ondan uzaklaştır!,Ziehe die Vögel aus seinem Pfad.,Arrastra los pájaros hacia abajo para que no haya accidentes.,Allontana gli uccelli da Astrocane.,Afaste os pássaros dele.,Éloignez les oiseaux de lui.,Húzd el Kadét útjából a madarakat.,Odciągnij ptaki z jego drogi.,Убирай птиц с ее пути.,Seret burung menjauhinya.,Přetáhni ptáky jinam.,ลากนกให้ห่างจากเขา,把鳥兒從他身邊拖走。,새들을 멀리 떨어뜨리세요.,鳥をドラッグし、彼から引き離します。,اسحب الطيور بعيدًا عنه.,Jauhkan burung-burung dari AstroDoge.,Trage păsările din calea lui.,Giữ chim tránh xa Cún Vũ Trụ.
HINT_182_2,Open the helicopter's door by swiping.,Helikopterin kapısını açmak için kaydır!,Öffne die Tür des Hubschraubers durch Wischen.,Abre la puerta del helicóptero para que Astrocán pase por adentro.,Apri la porta dell'elicottero facendola scorrere.,Abra a porta do helicóptero com o dedo.,Ouvrez la porte de l’hélicoptère en balayant.,"Húzd lefelé a helikopter ajtaját, hogy kinyíljon.","Otwórz drzwi helikoptera, przeciągając je palcem.","Открой дверь вертолета, смахнув по ней.",Buka pintu helikopter dengan meleret ke tepi.,Otevři dveře od helikoptéry.,เปิดประตูเฮลิคอปเตอร์ ด้วยการปัด,通過刷卡打開直升機的門。,헬리콥터의 문을 옆으로 밀어 여세요.,スワイプしヘリコプターのドアを開けます。,افتح باب الهليكوبتر عن طريق التمرير.,Geser pintu helikopter untuk membukanya.,Deschide ușa elicopterului glisând în lateral.,Trượt cửa máy bay trực thăng để mở.
HINT_183_1,A loving cat would protect her in danger.,Sevgi dolu bir kedi tehlike anında korurdu.,Eine liebevolle Katze würde sie vor Gefahren schützen.,Un gato cariñoso la protegería del peligro.,Un gatto amorevole proteggerebbe la padroncina in pericolo.,Um gato amoroso a protegeria do perigo.,Un chat affectueux la protégerait en cas de danger.,Egy szerető macska megvédené Csengét a veszélyektől.,Kochający kot ochroni ją w razie niebezpieczeństwa.,Любящая кошка спасет ее в опасной ситуации.,Meow yang penyayang akan melindungi Lily daripada bahaya.,Milující kočka by ji zachránila před nebezpečím.,แมวที่รักเธอย่อม ปกป้องเธอ,一隻可愛的貓會在危險中保護她。,사랑한다면 위험에 처한 릴리를 보호할 것입니다.,愛する猫は彼女を危険から守ります。,القطة المحبة ستحميها في خطر.,Kucing yang menyayangi tuannya akan melindunginya dari bahaya.,O pisică iubitoare ar apăra-o în caz de pericol.,Một con mèo yêu chủ sẽ bảo vệ chủ mình trong lúc nguy hiểm.
HINT_183_2,Tap on the dog to wake him up.,Köpeğe dokunarak onu uyandır.,"Tippe auf den Hund, um ihn zu wecken.",Toca sobre el perro para despertarlo.,Tocca il cane per svegliarlo.,Toque no cachorro para acordá-lo.,Touchez le chien pour le réveiller.,"Koppints a kutyára, hogy felkeltsd.","Stuknij w psa, żeby go obudzić.","Нажми на собаку, чтобы разбудить ее.",Ketik pada anjing untuk bangunkannya.,Klepni na psa a probuď ho.,แตะที่สุนัขเพื่อ ปลุกให้ตื่น,輕拍狗以叫醒他。,개를 눌러 깨우세요.,犬をタップし起こします。,اضغط على الكلب لإيقاظه.,Pukpuk si anjing untuk membangunkannya.,Apasă pe câine ca să se trezească.,Chạm vào con chó để đánh thức nó.
HINT_183_3,Tap several times to wake him up fully.,Tamamen uyandırmak için birkaç kez daha dokun.,"Tippe merhmals, um ihn vollständig zu wecken.",Tócalo varias veces para despertarlo por completo.,Toccalo più volte per svegliarlo completamente.,Toque várias vezes para acordá-lo por completo.,Touchez plusieurs fois pour le réveiller complètement.,"Koppints rá többször, hogy teljesen felébredjen.","Stuknij kilka razy, żeby całkiem się obudził.","Нажми несколько раз, чтобы она окончательно проснулась.",Ketik beberapa kali untuk bangunkan anjing sepenuhnya.,"Klepni na něho několikrát, aby se probudil úplně.",แตะหลายๆ ครั้ง จนกว่าจะตื่นดี,輕按幾次即可完全喚醒他。,완전히 깨우려면 여러 번 누르세요.,数回タップし、完全に目覚めさせます。,اضغط عدة مرات لإيقاظه بشكل كامل.,Pukpuk beberapa kali sampai ia terbangun.,Apasă de mai multe ori ca să se trezească complet.,Chạm nhiều lần để khiến nó hoàn toàn thức giấc.
HINT_184_1,There is not a protein in the scene.,Ekranda protein yok.,In der Szene gibt es kein Eiweiß.,No hay ningún tipo de proteína que puedas usar en esta habitación.,Non ci sono proteine in questo quadro.,Não tem nenhuma proteína na cena.,Ce pauvre poulet veut garder la vie sauve.,Hétköznapi fehérjeforrást nem fogsz találni.,Na obrazku nie ma ani jednego źródła protein.,Здесь нет белка.,Tak ada protein dalam adegan ini.,Na scéně není žádný protein.,ไม่มีโปรตีนในฉาก,場景中沒有蛋白質。,화면에 단백질이 없습니다.,この場所にタンパク質はありません。,لا يوجد بروتين في المشهد.,Tidak ada protein siap makan di sini.,Nu există proteine la fața locului.,Không có protein nào ở đây hết.
HINT_184_2,Use the word 'protein' and drag it to his salad.,'Protein' kelimesini kullan ve salatasına sürükle.,Ziehe das Wort 'Eiweiß' von oben in den Salat.,Arrastra la palabra 'proteína' y colócala en la ensalada.,Usa la parola 'proteine' e trascinala nella sua insalata.,Use a palavra “proteína” na salada!,Amenez le mot « protéine » sur sa salade.,Húzd a 'fehérje' szót az ételre.,Przeciągnij słowo „proteiny” do sałatki.,Используй слово «белок» и перенеси его в салат.,Ambil perkataan 'protein' dan seret ke saladnya.,Přetáhni slovo „protein“ na salát.,ใช้คำว่า 'โปรตีน' ลาก ลงมาในสลัดของเขา,使用“蛋白質”這個詞並將其拖到他的沙拉中。,'단백질'이라는 글자를 샐러드로 옮기세요.,「タンパク質」という言葉を、サラダへドラッグします。,"استخدم كلمة """"بروتين"""" واسحبها إلى سلطته.",Taruh kata 'protein' di saladnya.,Trage cuvântul ”proteine” în salata lui.,Kéo từ 'protein' trong câu hỏi vào món rau trộn.
HINT_185_1,Use the asteroids to disrupt abduction.,Kaçırmasını engellemek için asteroitleri kullan.,"Verwende die Asteroiden, um die Entführung zu verhindern.",Usa los asteroides para interrumpir la abducción.,Sfrutta gli asteroidi per impedire il rapimento.,Use os asteroides para interromper a abdução.,Utilisez les astéroïdes pour empêcher l’enlèvement.,Az aszteroidákkal megakadályozhatod Kadét elrablását.,"Użyj asteroid, żeby uniemożliwić mu porwanie.","Используй астероиды, чтобы прервать похищение.",Gunakan asteroid untuk ganggu penculikan.,Použij asteroidy a překaž mu únos.,ใช้อุกกาบาต ขัดขวางการลักพาตัว,使用小行星來破壞綁架。,납치를 막기 위해 소행성을 사용하세요.,小惑星を使い、誘拐をさまたげます。,استخدم الكويكبات لتعطيل الاختطاف.,Gunakan asteroid untuk mencegah penculikan.,Folosește asteroizii ca să întrerupi răpirea.,Sử dụng các tiểu hành tinh để ngăn chặn vụ bắt cóc.
HINT_185_2,Drag all 3 asteroids into the force field.,3 asteroiti de güç konisine sürükle.,Ziehe alle 3 Asteroiden in das Kraftfeld.,Lleva 3 asteroides hacia el campo de fuerza.,Trascina tutti e 3 gli asteroidi nel campo di forza.,Puxe os 3 asteroides ao campo de força.,Amenez les 3 astéroïdes dans le champ de force.,Húzd mindhárom aszteroidát a nyalábba.,Przeciągnij wszystkie trzy asteroidy w pole siłowe.,Перемести 3 астероида в силовое поле.,Seret kesemua 3 asteroid ke dalam medan kuasa.,Přetáhni všechny 3 asteroidy do silového pole.,ลากอุกกาบาตทั้ง 3  เข้าสู่สนามพลัง,將所有 3 個小行星拖入力場。,3개의 소행성을 모두 역장으로 옮기세요.,小惑星3つすべてをビーム内へドラッグします。,اسحب جميع الكويكبات الثلاثة إلى مجال السحب.,Tarik ketiga asteroid ke dalam medan daya.,Trage toți cei trei asteroizi în câmpul de forță.,Kéo cả 3 tiểu hành tinh vào trường lực.
